sampleID,taxonomy,presence
9111,Muskrat,0
9111,Pig,0
9111,Rabbit,0
9111,Red squirrel,0
9111,Red-backed vole,0
9111,Ruffed grouse,0
9111,Snowshoe hare,0
9111,Spruce grouse,0
9111,Wild turkey,0
9111,Wolf or Coyote,1
9112,Chipmunk,0
9112,European starling,0
9112,Deer,0
9112,Deer mouse,1
9112,Cow,0
9112,Elk,0
9112,Flying squirrel,1
9112,Ground squirrel,0
9112,Meadow vole,0
9112,Moose,0
9112,Muskrat,0
9112,Pig,0
9112,Rabbit,0
9112,Red squirrel,0
9112,Red-backed vole,0
9112,Ruffed grouse,0
9112,Snowshoe hare,1
9112,Spruce grouse,0
9112,Wild turkey,0
9112,Wolf or Coyote,1
9113,Chipmunk,0
9113,European starling,0
9113,Deer,1
9113,Deer mouse,0
9113,Cow,1
9113,Elk,0
9113,Flying squirrel,0
9113,Ground squirrel,0
9113,Meadow vole,1
9113,Moose,0
9113,Muskrat,0
9113,Pig,0
9113,Rabbit,0
9113,Red squirrel,1
9113,Red-backed vole,0
9113,Ruffed grouse,1
9113,Snowshoe hare,0
9113,Spruce grouse,0
9113,Wild turkey,0
9113,Wolf or Coyote,1
9183,Chipmunk,0
9183,European starling,0
9183,Deer,1
9183,Deer mouse,0
9183,Cow,1
9183,Elk,0
9183,Flying squirrel,0
9183,Ground squirrel,0
9183,Meadow vole,0
9183,Moose,0
9183,Muskrat,0
9183,Pig,0
9183,Rabbit,0
9183,Red squirrel,0
9183,Red-backed vole,0
9183,Ruffed grouse,0
9183,Snowshoe hare,0
9183,Spruce grouse,0
9183,Wild turkey,1
9183,Wolf or Coyote,1
9202,Chipmunk,0
9202,European starling,0
9202,Deer,1
9202,Deer mouse,0
9202,Cow,0
9202,Elk,1
9202,Flying squirrel,0
9202,Ground squirrel,0
9202,Meadow vole,0
9202,Moose,0
9202,Muskrat,0
9202,Pig,0
9202,Rabbit,0
9202,Red squirrel,0
9202,Red-backed vole,0
9202,Ruffed grouse,0
9202,Snowshoe hare,0
9202,Spruce grouse,0
9202,Wild turkey,1
9202,Wolf or Coyote,1
163033,Chipmunk,0
163033,European starling,0
163033,Deer,1
163033,Deer mouse,0
163033,Cow,0
163033,Elk,0
163033,Flying squirrel,0
163033,Ground squirrel,0
163033,Meadow vole,0
163033,Moose,0
163033,Muskrat,0
163033,Pig,0
163033,Rabbit,0
163033,Red squirrel,0
163033,Red-backed vole,0
163033,Ruffed grouse,0
163033,Snowshoe hare,0
163033,Spruce grouse,0
163033,Wild turkey,0
163033,Wolf or Coyote,1
163036,Chipmunk,0
163036,European starling,0
163036,Deer,0
163036,Deer mouse,0
163036,Cow,0
163036,Elk,0
163036,Flying squirrel,0
163036,Ground squirrel,0
163036,Meadow vole,0
163036,Moose,1
163036,Muskrat,1
163036,Pig,0
163036,Rabbit,0
163036,Red squirrel,0
163036,Red-backed vole,0
163036,Ruffed grouse,0
163036,Snowshoe hare,0
163036,Spruce grouse,0
163036,Wild turkey,0
163036,Wolf or Coyote,1
163038,Chipmunk,0
163038,European starling,0
163038,Deer,0
163038,Deer mouse,0
163038,Cow,0
163038,Elk,0
163038,Flying squirrel,0
163038,Ground squirrel,0
163038,Meadow vole,0
163038,Moose,0
163038,Muskrat,0
163038,Pig,0
163038,Rabbit,0
163038,Red squirrel,0
163038,Red-backed vole,0
163038,Ruffed grouse,0
163038,Snowshoe hare,1
163038,Spruce grouse,0
163038,Wild turkey,0
163038,Wolf or Coyote,1
163043,Chipmunk,0
163043,European starling,0
163043,Deer,0
163043,Deer mouse,0
163043,Cow,0
163043,Elk,0
163043,Flying squirrel,0
163043,Ground squirrel,0
163043,Meadow vole,0
163043,Moose,0
163043,Muskrat,0
163043,Pig,0
163043,Rabbit,0
163043,Red squirrel,0
163043,Red-backed vole,0
163043,Ruffed grouse,0
163043,Snowshoe hare,0
163043,Spruce grouse,0
163043,Wild turkey,0
163043,Wolf or Coyote,1
163044,Chipmunk,0
163044,European starling,0
163044,Deer,0
163044,Deer mouse,1
163044,Cow,0
163044,Elk,0
163044,Flying squirrel,0
163044,Ground squirrel,0
163044,Meadow vole,1
163044,Moose,0
163044,Muskrat,0
163044,Pig,0
163044,Rabbit,0
163044,Red squirrel,0
163044,Red-backed vole,0
163044,Ruffed grouse,0
163044,Snowshoe hare,1
163044,Spruce grouse,0
163044,Wild turkey,0
163044,Wolf or Coyote,1
163047,Chipmunk,0
163047,European starling,0
163047,Deer,1
163047,Deer mouse,1
163047,Cow,0
163047,Elk,0
163047,Flying squirrel,0
163047,Ground squirrel,0
163047,Meadow vole,0
163047,Moose,0
163047,Muskrat,0
163047,Pig,0
163047,Rabbit,0
163047,Red squirrel,0
163047,Red-backed vole,0
163047,Ruffed grouse,0
163047,Snowshoe hare,0
163047,Spruce grouse,0
163047,Wild turkey,0
163047,Wolf or Coyote,1
163048,Chipmunk,0
163048,European starling,0
163048,Deer,0
163048,Deer mouse,1
163048,Cow,0
163048,Elk,0
163048,Flying squirrel,0
163048,Ground squirrel,0
163048,Meadow vole,0
163048,Moose,0
163048,Muskrat,0
163048,Pig,0
163048,Rabbit,0
163048,Red squirrel,0
163048,Red-backed vole,0
163048,Ruffed grouse,0
163048,Snowshoe hare,1
163048,Spruce grouse,0
163048,Wild turkey,0
163048,Wolf or Coyote,1
163056,Chipmunk,0
163056,European starling,0
163056,Deer,0
163056,Deer mouse,0
163056,Cow,0
163056,Elk,0
163056,Flying squirrel,0
163056,Ground squirrel,0
163056,Meadow vole,0
163056,Moose,1
163056,Muskrat,0
163056,Pig,0
163056,Rabbit,0
163056,Red squirrel,0
163056,Red-backed vole,0
163056,Ruffed grouse,0
163056,Snowshoe hare,0
163056,Spruce grouse,0
163056,Wild turkey,0
163056,Wolf or Coyote,1
163076,Chipmunk,0
163076,European starling,0
163076,Deer,0
163076,Deer mouse,0
163076,Cow,0
163076,Elk,0
163076,Flying squirrel,0
163076,Ground squirrel,0
163076,Meadow vole,0
163076,Moose,0
163076,Muskrat,0
163076,Pig,0
163076,Rabbit,0
163076,Red squirrel,0
163076,Red-backed vole,0
163076,Ruffed grouse,1
163076,Snowshoe hare,1
163076,Spruce grouse,0
163076,Wild turkey,0
163076,Wolf or Coyote,1
163634,Chipmunk,0
163634,European starling,0
163634,Deer,0
163634,Deer mouse,0
163634,Cow,0
163634,Elk,0
163634,Flying squirrel,0
163634,Ground squirrel,0
163634,Meadow vole,0
163634,Moose,0
163634,Muskrat,0
163634,Pig,0
163634,Rabbit,0
163634,Red squirrel,1
163634,Red-backed vole,0
163634,Ruffed grouse,0
163634,Snowshoe hare,1
163634,Spruce grouse,0
163634,Wild turkey,0
163634,Wolf or Coyote,1
163638,Chipmunk,0
163638,European starling,0
163638,Deer,0
163638,Deer mouse,0
163638,Cow,0
163638,Elk,0
163638,Flying squirrel,0
163638,Ground squirrel,0
163638,Meadow vole,0
163638,Moose,0
163638,Muskrat,0
163638,Pig,0
163638,Rabbit,0
163638,Red squirrel,0
163638,Red-backed vole,0
163638,Ruffed grouse,1
163638,Snowshoe hare,1
163638,Spruce grouse,0
163638,Wild turkey,0
163638,Wolf or Coyote,1
163641,Chipmunk,0
163641,European starling,0
163641,Deer,0
163641,Deer mouse,0
163641,Cow,0
163641,Elk,0
163641,Flying squirrel,0
163641,Ground squirrel,0
163641,Meadow vole,0
163641,Moose,0
163641,Muskrat,0
163641,Pig,0
163641,Rabbit,0
163641,Red squirrel,0
163641,Red-backed vole,0
163641,Ruffed grouse,0
163641,Snowshoe hare,1
163641,Spruce grouse,0
163641,Wild turkey,0
163641,Wolf or Coyote,1
164000,Chipmunk,0
164000,European starling,0
164000,Deer,1
164000,Deer mouse,0
164000,Cow,0
164000,Elk,0
164000,Flying squirrel,0
164000,Ground squirrel,0
164000,Meadow vole,0
164000,Moose,0
164000,Muskrat,0
164000,Pig,0
164000,Rabbit,0
164000,Red squirrel,0
164000,Red-backed vole,0
164000,Ruffed grouse,0
164000,Snowshoe hare,1
164000,Spruce grouse,0
164000,Wild turkey,0
164000,Wolf or Coyote,1
164004,Chipmunk,0
164004,European starling,0
164004,Deer,1
164004,Deer mouse,0
164004,Cow,0
164004,Elk,0
164004,Flying squirrel,0
164004,Ground squirrel,0
164004,Meadow vole,0
164004,Moose,0
164004,Muskrat,0
164004,Pig,0
164004,Rabbit,0
164004,Red squirrel,0
164004,Red-backed vole,0
164004,Ruffed grouse,0
164004,Snowshoe hare,1
164004,Spruce grouse,0
164004,Wild turkey,0
164004,Wolf or Coyote,1
164005,Chipmunk,0
164005,European starling,0
164005,Deer,1
164005,Deer mouse,0
164005,Cow,0
164005,Elk,0
164005,Flying squirrel,0
164005,Ground squirrel,0
164005,Meadow vole,0
164005,Moose,0
164005,Muskrat,0
164005,Pig,0
164005,Rabbit,0
164005,Red squirrel,0
164005,Red-backed vole,0
164005,Ruffed grouse,0
164005,Snowshoe hare,1
164005,Spruce grouse,0
164005,Wild turkey,0
164005,Wolf or Coyote,1
164007,Chipmunk,0
164007,European starling,0
164007,Deer,1
164007,Deer mouse,0
164007,Cow,1
164007,Elk,0
164007,Flying squirrel,0
164007,Ground squirrel,0
164007,Meadow vole,0
164007,Moose,0
164007,Muskrat,0
164007,Pig,0
164007,Rabbit,0
164007,Red squirrel,0
164007,Red-backed vole,0
164007,Ruffed grouse,0
164007,Snowshoe hare,0
164007,Spruce grouse,0
164007,Wild turkey,0
164007,Wolf or Coyote,1
164008,Chipmunk,0
164008,European starling,0
164008,Deer,0
164008,Deer mouse,0
164008,Cow,0
164008,Elk,0
164008,Flying squirrel,0
164008,Ground squirrel,0
164008,Meadow vole,0
164008,Moose,0
164008,Muskrat,0
164008,Pig,0
164008,Rabbit,0
164008,Red squirrel,0
164008,Red-backed vole,0
164008,Ruffed grouse,0
164008,Snowshoe hare,0
164008,Spruce grouse,0
164008,Wild turkey,0
164008,Wolf or Coyote,1
164010,Chipmunk,0
164010,European starling,0
164010,Deer,1
164010,Deer mouse,0
164010,Cow,1
164010,Elk,0
164010,Flying squirrel,0
164010,Ground squirrel,0
164010,Meadow vole,0
164010,Moose,1
164010,Muskrat,0
164010,Pig,0
164010,Rabbit,0
164010,Red squirrel,0
164010,Red-backed vole,0
164010,Ruffed grouse,0
164010,Snowshoe hare,0
164010,Spruce grouse,0
164010,Wild turkey,0
164010,Wolf or Coyote,1
164011,Chipmunk,0
164011,European starling,0
164011,Deer,1
164011,Deer mouse,0
164011,Cow,0
164011,Elk,0
164011,Flying squirrel,0
164011,Ground squirrel,0
164011,Meadow vole,0
164011,Moose,0
164011,Muskrat,0
164011,Pig,0
164011,Rabbit,0
164011,Red squirrel,0
164011,Red-backed vole,0
164011,Ruffed grouse,0
164011,Snowshoe hare,0
164011,Spruce grouse,0
164011,Wild turkey,0
164011,Wolf or Coyote,1
164077,Chipmunk,0
164077,European starling,0
164077,Deer,1
164077,Deer mouse,0
164077,Cow,1
164077,Elk,0
164077,Flying squirrel,0
164077,Ground squirrel,0
164077,Meadow vole,0
164077,Moose,1
164077,Muskrat,0
164077,Pig,0
164077,Rabbit,0
164077,Red squirrel,0
164077,Red-backed vole,0
164077,Ruffed grouse,0
164077,Snowshoe hare,0
164077,Spruce grouse,0
164077,Wild turkey,0
164077,Wolf or Coyote,1
164079,Chipmunk,0
164079,European starling,0
164079,Deer,0
164079,Deer mouse,0
164079,Cow,0
164079,Elk,0
164079,Flying squirrel,0
164079,Ground squirrel,0
164079,Meadow vole,0
164079,Moose,0
164079,Muskrat,0
164079,Pig,0
164079,Rabbit,0
164079,Red squirrel,0
164079,Red-backed vole,0
164079,Ruffed grouse,0
164079,Snowshoe hare,0
164079,Spruce grouse,0
164079,Wild turkey,0
164079,Wolf or Coyote,1
164086,Chipmunk,0
164086,European starling,0
164086,Deer,0
164086,Deer mouse,0
164086,Cow,0
164086,Elk,0
164086,Flying squirrel,0
164086,Ground squirrel,0
164086,Meadow vole,0
164086,Moose,1
164086,Muskrat,0
164086,Pig,0
164086,Rabbit,0
164086,Red squirrel,0
164086,Red-backed vole,0
164086,Ruffed grouse,0
164086,Snowshoe hare,0
164086,Spruce grouse,0
164086,Wild turkey,0
164086,Wolf or Coyote,1
164087,Chipmunk,0
164087,European starling,0
164087,Deer,0
164087,Deer mouse,0
164087,Cow,0
164087,Elk,0
164087,Flying squirrel,0
164087,Ground squirrel,0
164087,Meadow vole,0
164087,Moose,0
164087,Muskrat,0
164087,Pig,0
164087,Rabbit,0
164087,Red squirrel,0
164087,Red-backed vole,0
164087,Ruffed grouse,0
164087,Snowshoe hare,0
164087,Spruce grouse,0
164087,Wild turkey,0
164087,Wolf or Coyote,1
164088,Chipmunk,0
164088,European starling,0
164088,Deer,1
164088,Deer mouse,0
164088,Cow,0
164088,Elk,1
164088,Flying squirrel,0
164088,Ground squirrel,0
164088,Meadow vole,0
164088,Moose,0
164088,Muskrat,0
164088,Pig,0
164088,Rabbit,1
164088,Red squirrel,0
164088,Red-backed vole,0
164088,Ruffed grouse,0
164088,Snowshoe hare,0
164088,Spruce grouse,0
164088,Wild turkey,0
164088,Wolf or Coyote,1
164189,Chipmunk,0
164189,European starling,0
164189,Deer,1
164189,Deer mouse,0
164189,Cow,0
164189,Elk,0
164189,Flying squirrel,0
164189,Ground squirrel,0
164189,Meadow vole,0
164189,Moose,0
164189,Muskrat,0
164189,Pig,0
164189,Rabbit,0
164189,Red squirrel,0
164189,Red-backed vole,0
164189,Ruffed grouse,0
164189,Snowshoe hare,0
164189,Spruce grouse,0
164189,Wild turkey,0
164189,Wolf or Coyote,1
164263,Chipmunk,0
164263,European starling,0
164263,Deer,1
164263,Deer mouse,0
164263,Cow,0
164263,Elk,0
164263,Flying squirrel,0
164263,Ground squirrel,0
164263,Meadow vole,0
164263,Moose,0
164263,Muskrat,0
164263,Pig,0
164263,Rabbit,1
164263,Red squirrel,0
164263,Red-backed vole,0
164263,Ruffed grouse,0
164263,Snowshoe hare,0
164263,Spruce grouse,0
164263,Wild turkey,0
164263,Wolf or Coyote,1
164576,Chipmunk,0
164576,European starling,0
164576,Deer,0
164576,Deer mouse,0
164576,Cow,0
164576,Elk,0
164576,Flying squirrel,0
164576,Ground squirrel,0
164576,Meadow vole,0
164576,Moose,0
164576,Muskrat,0
164576,Pig,0
164576,Rabbit,0
164576,Red squirrel,0
164576,Red-backed vole,0
164576,Ruffed grouse,0
164576,Snowshoe hare,0
164576,Spruce grouse,0
164576,Wild turkey,0
164576,Wolf or Coyote,1
164577,Chipmunk,0
164577,European starling,0
164577,Deer,1
164577,Deer mouse,1
164577,Cow,0
164577,Elk,0
164577,Flying squirrel,0
164577,Ground squirrel,0
164577,Meadow vole,0
164577,Moose,1
164577,Muskrat,0
164577,Pig,0
164577,Rabbit,0
164577,Red squirrel,0
164577,Red-backed vole,0
164577,Ruffed grouse,0
164577,Snowshoe hare,0
164577,Spruce grouse,0
164577,Wild turkey,0
164577,Wolf or Coyote,1
164579,Chipmunk,0
164579,European starling,0
164579,Deer,1
164579,Deer mouse,0
164579,Cow,0
164579,Elk,0
164579,Flying squirrel,0
164579,Ground squirrel,0
164579,Meadow vole,0
164579,Moose,0
164579,Muskrat,0
164579,Pig,0
164579,Rabbit,0
164579,Red squirrel,0
164579,Red-backed vole,0
164579,Ruffed grouse,0
164579,Snowshoe hare,0
164579,Spruce grouse,0
164579,Wild turkey,0
164579,Wolf or Coyote,1
164580,Chipmunk,0
164580,European starling,0
164580,Deer,0
164580,Deer mouse,1
164580,Cow,0
164580,Elk,0
164580,Flying squirrel,0
164580,Ground squirrel,0
164580,Meadow vole,0
164580,Moose,0
164580,Muskrat,0
164580,Pig,0
164580,Rabbit,0
164580,Red squirrel,0
164580,Red-backed vole,0
164580,Ruffed grouse,0
164580,Snowshoe hare,1
164580,Spruce grouse,0
164580,Wild turkey,0
164580,Wolf or Coyote,1
164584,Chipmunk,0
164584,European starling,0
164584,Deer,0
164584,Deer mouse,1
164584,Cow,0
164584,Elk,0
164584,Flying squirrel,0
164584,Ground squirrel,0
164584,Meadow vole,0
164584,Moose,0
164584,Muskrat,0
164584,Pig,0
164584,Rabbit,0
164584,Red squirrel,0
164584,Red-backed vole,0
164584,Ruffed grouse,1
164584,Snowshoe hare,1
164584,Spruce grouse,0
164584,Wild turkey,0
164584,Wolf or Coyote,1
164743,Chipmunk,0
164743,European starling,0
164743,Deer,1
164743,Deer mouse,0
164743,Cow,0
164743,Elk,0
164743,Flying squirrel,0
164743,Ground squirrel,0
164743,Meadow vole,0
164743,Moose,0
164743,Muskrat,0
164743,Pig,0
164743,Rabbit,0
164743,Red squirrel,0
164743,Red-backed vole,0
164743,Ruffed grouse,0
164743,Snowshoe hare,0
164743,Spruce grouse,0
164743,Wild turkey,0
164743,Wolf or Coyote,1
164748,Chipmunk,0
164748,European starling,0
164748,Deer,1
164748,Deer mouse,0
164748,Cow,0
164748,Elk,0
164748,Flying squirrel,0
164748,Ground squirrel,0
164748,Meadow vole,0
164748,Moose,1
164748,Muskrat,0
164748,Pig,0
164748,Rabbit,0
164748,Red squirrel,0
164748,Red-backed vole,0
164748,Ruffed grouse,0
164748,Snowshoe hare,0
164748,Spruce grouse,0
164748,Wild turkey,0
164748,Wolf or Coyote,1
164749,Chipmunk,0
164749,European starling,0
164749,Deer,1
164749,Deer mouse,0
164749,Cow,0
164749,Elk,0
164749,Flying squirrel,0
164749,Ground squirrel,0
164749,Meadow vole,0
164749,Moose,1
164749,Muskrat,0
164749,Pig,0
164749,Rabbit,0
164749,Red squirrel,0
164749,Red-backed vole,0
164749,Ruffed grouse,0
164749,Snowshoe hare,0
164749,Spruce grouse,0
164749,Wild turkey,0
164749,Wolf or Coyote,1
170043,Chipmunk,0
170043,European starling,0
170043,Deer,0
170043,Deer mouse,0
170043,Cow,0
170043,Elk,1
170043,Flying squirrel,0
170043,Ground squirrel,0
170043,Meadow vole,0
170043,Moose,0
170043,Muskrat,0
170043,Pig,0
170043,Rabbit,0
170043,Red squirrel,0
170043,Red-backed vole,0
170043,Ruffed grouse,0
170043,Snowshoe hare,0
170043,Spruce grouse,1
170043,Wild turkey,0
170043,Wolf or Coyote,1
170055,Chipmunk,0
170055,European starling,0
170055,Deer,1
170055,Deer mouse,0
170055,Cow,0
170055,Elk,0
170055,Flying squirrel,0
170055,Ground squirrel,0
170055,Meadow vole,0
170055,Moose,0
170055,Muskrat,0
170055,Pig,0
170055,Rabbit,0
170055,Red squirrel,0
170055,Red-backed vole,0
170055,Ruffed grouse,0
170055,Snowshoe hare,1
170055,Spruce grouse,0
170055,Wild turkey,0
170055,Wolf or Coyote,1
170091,Chipmunk,0
170091,European starling,0
170091,Deer,1
170091,Deer mouse,0
170091,Cow,0
170091,Elk,0
170091,Flying squirrel,0
170091,Ground squirrel,0
170091,Meadow vole,0
170091,Moose,0
170091,Muskrat,0
170091,Pig,0
170091,Rabbit,0
170091,Red squirrel,0
170091,Red-backed vole,0
170091,Ruffed grouse,0
170091,Snowshoe hare,0
170091,Spruce grouse,0
170091,Wild turkey,0
170091,Wolf or Coyote,1
170092,Chipmunk,0
170092,European starling,0
170092,Deer,1
170092,Deer mouse,0
170092,Cow,0
170092,Elk,0
170092,Flying squirrel,0
170092,Ground squirrel,0
170092,Meadow vole,0
170092,Moose,0
170092,Muskrat,0
170092,Pig,0
170092,Rabbit,0
170092,Red squirrel,0
170092,Red-backed vole,0
170092,Ruffed grouse,0
170092,Snowshoe hare,0
170092,Spruce grouse,0
170092,Wild turkey,0
170092,Wolf or Coyote,1
170521,Chipmunk,0
170521,European starling,0
170521,Deer,1
170521,Deer mouse,0
170521,Cow,0
170521,Elk,1
170521,Flying squirrel,0
170521,Ground squirrel,0
170521,Meadow vole,0
170521,Moose,0
170521,Muskrat,0
170521,Pig,0
170521,Rabbit,0
170521,Red squirrel,0
170521,Red-backed vole,0
170521,Ruffed grouse,0
170521,Snowshoe hare,0
170521,Spruce grouse,0
170521,Wild turkey,0
170521,Wolf or Coyote,1
170551,Chipmunk,0
170551,European starling,0
170551,Deer,0
170551,Deer mouse,0
170551,Cow,0
170551,Elk,0
170551,Flying squirrel,1
170551,Ground squirrel,0
170551,Meadow vole,0
170551,Moose,0
170551,Muskrat,0
170551,Pig,0
170551,Rabbit,0
170551,Red squirrel,0
170551,Red-backed vole,1
170551,Ruffed grouse,1
170551,Snowshoe hare,0
170551,Spruce grouse,0
170551,Wild turkey,0
170551,Wolf or Coyote,1
170552,Chipmunk,0
170552,European starling,0
170552,Deer,0
170552,Deer mouse,0
170552,Cow,0
170552,Elk,0
170552,Flying squirrel,0
170552,Ground squirrel,0
170552,Meadow vole,0
170552,Moose,0
170552,Muskrat,0
170552,Pig,0
170552,Rabbit,0
170552,Red squirrel,0
170552,Red-backed vole,0
170552,Ruffed grouse,0
170552,Snowshoe hare,1
170552,Spruce grouse,0
170552,Wild turkey,0
170552,Wolf or Coyote,1
170553,Chipmunk,0
170553,European starling,0
170553,Deer,0
170553,Deer mouse,0
170553,Cow,0
170553,Elk,0
170553,Flying squirrel,0
170553,Ground squirrel,0
170553,Meadow vole,0
170553,Moose,0
170553,Muskrat,0
170553,Pig,0
170553,Rabbit,0
170553,Red squirrel,0
170553,Red-backed vole,0
170553,Ruffed grouse,0
170553,Snowshoe hare,1
170553,Spruce grouse,0
170553,Wild turkey,0
170553,Wolf or Coyote,1
170555,Chipmunk,0
170555,European starling,0
170555,Deer,0
170555,Deer mouse,1
170555,Cow,0
170555,Elk,0
170555,Flying squirrel,0
170555,Ground squirrel,0
170555,Meadow vole,0
170555,Moose,0
170555,Muskrat,0
170555,Pig,0
170555,Rabbit,0
170555,Red squirrel,0
170555,Red-backed vole,0
170555,Ruffed grouse,0
170555,Snowshoe hare,1
170555,Spruce grouse,0
170555,Wild turkey,0
170555,Wolf or Coyote,1
170557,Chipmunk,0
170557,European starling,0
170557,Deer,1
170557,Deer mouse,0
170557,Cow,0
170557,Elk,0
170557,Flying squirrel,0
170557,Ground squirrel,0
170557,Meadow vole,0
170557,Moose,0
170557,Muskrat,0
170557,Pig,0
170557,Rabbit,0
170557,Red squirrel,0
170557,Red-backed vole,0
170557,Ruffed grouse,0
170557,Snowshoe hare,1
170557,Spruce grouse,0
170557,Wild turkey,0
170557,Wolf or Coyote,1
170558,Chipmunk,0
170558,European starling,0
170558,Deer,0
170558,Deer mouse,1
170558,Cow,0
170558,Elk,0
170558,Flying squirrel,0
170558,Ground squirrel,0
170558,Meadow vole,0
170558,Moose,0
170558,Muskrat,0
170558,Pig,0
170558,Rabbit,0
170558,Red squirrel,1
170558,Red-backed vole,0
170558,Ruffed grouse,1
170558,Snowshoe hare,1
170558,Spruce grouse,0
170558,Wild turkey,0
170558,Wolf or Coyote,1
170859,Chipmunk,0
170859,European starling,0
170859,Deer,1
170859,Deer mouse,0
170859,Cow,1
170859,Elk,0
170859,Flying squirrel,0
170859,Ground squirrel,0
170859,Meadow vole,0
170859,Moose,0
170859,Muskrat,0
170859,Pig,0
170859,Rabbit,0
170859,Red squirrel,0
170859,Red-backed vole,0
170859,Ruffed grouse,0
170859,Snowshoe hare,0
170859,Spruce grouse,0
170859,Wild turkey,0
170859,Wolf or Coyote,1
170969,Chipmunk,0
170969,European starling,0
170969,Deer,1
170969,Deer mouse,0
170969,Cow,0
170969,Elk,0
170969,Flying squirrel,0
170969,Ground squirrel,0
170969,Meadow vole,0
170969,Moose,0
170969,Muskrat,0
170969,Pig,0
170969,Rabbit,0
170969,Red squirrel,0
170969,Red-backed vole,0
170969,Ruffed grouse,0
170969,Snowshoe hare,1
170969,Spruce grouse,0
170969,Wild turkey,0
170969,Wolf or Coyote,1
170977,Chipmunk,0
170977,European starling,0
170977,Deer,1
170977,Deer mouse,0
170977,Cow,0
170977,Elk,0
170977,Flying squirrel,0
170977,Ground squirrel,0
170977,Meadow vole,0
170977,Moose,1
170977,Muskrat,0
170977,Pig,0
170977,Rabbit,0
170977,Red squirrel,0
170977,Red-backed vole,0
170977,Ruffed grouse,0
170977,Snowshoe hare,0
170977,Spruce grouse,0
170977,Wild turkey,0
170977,Wolf or Coyote,1
170979,Chipmunk,0
170979,European starling,0
170979,Deer,1
170979,Deer mouse,0
170979,Cow,0
170979,Elk,1
170979,Flying squirrel,0
170979,Ground squirrel,0
170979,Meadow vole,0
170979,Moose,0
170979,Muskrat,0
170979,Pig,0
170979,Rabbit,0
170979,Red squirrel,0
170979,Red-backed vole,0
170979,Ruffed grouse,0
170979,Snowshoe hare,0
170979,Spruce grouse,0
170979,Wild turkey,0
170979,Wolf or Coyote,1
170980,Chipmunk,0
170980,European starling,0
170980,Deer,0
170980,Deer mouse,0
170980,Cow,0
170980,Elk,0
170980,Flying squirrel,0
170980,Ground squirrel,0
170980,Meadow vole,0
170980,Moose,1
170980,Muskrat,0
170980,Pig,0
170980,Rabbit,0
170980,Red squirrel,0
170980,Red-backed vole,0
170980,Ruffed grouse,0
170980,Snowshoe hare,0
170980,Spruce grouse,0
170980,Wild turkey,0
170980,Wolf or Coyote,1
170981,Chipmunk,0
170981,European starling,0
170981,Deer,1
170981,Deer mouse,0
170981,Cow,0
170981,Elk,0
170981,Flying squirrel,0
170981,Ground squirrel,0
170981,Meadow vole,1
170981,Moose,0
170981,Muskrat,0
170981,Pig,0
170981,Rabbit,0
170981,Red squirrel,0
170981,Red-backed vole,0
170981,Ruffed grouse,0
170981,Snowshoe hare,1
170981,Spruce grouse,0
170981,Wild turkey,0
170981,Wolf or Coyote,1
170982,Chipmunk,0
170982,European starling,0
170982,Deer,1
170982,Deer mouse,0
170982,Cow,0
170982,Elk,0
170982,Flying squirrel,0
170982,Ground squirrel,0
170982,Meadow vole,0
170982,Moose,0
170982,Muskrat,0
170982,Pig,0
170982,Rabbit,0
170982,Red squirrel,0
170982,Red-backed vole,0
170982,Ruffed grouse,0
170982,Snowshoe hare,0
170982,Spruce grouse,0
170982,Wild turkey,0
170982,Wolf or Coyote,1
170983,Chipmunk,0
170983,European starling,0
170983,Deer,1
170983,Deer mouse,1
170983,Cow,0
170983,Elk,0
170983,Flying squirrel,0
170983,Ground squirrel,0
170983,Meadow vole,0
170983,Moose,0
170983,Muskrat,0
170983,Pig,0
170983,Rabbit,0
170983,Red squirrel,0
170983,Red-backed vole,0
170983,Ruffed grouse,0
170983,Snowshoe hare,0
170983,Spruce grouse,0
170983,Wild turkey,0
170983,Wolf or Coyote,1
170992,Chipmunk,0
170992,European starling,0
170992,Deer,0
170992,Deer mouse,0
170992,Cow,0
170992,Elk,0
170992,Flying squirrel,0
170992,Ground squirrel,0
170992,Meadow vole,0
170992,Moose,1
170992,Muskrat,0
170992,Pig,0
170992,Rabbit,0
170992,Red squirrel,0
170992,Red-backed vole,0
170992,Ruffed grouse,0
170992,Snowshoe hare,0
170992,Spruce grouse,0
170992,Wild turkey,0
170992,Wolf or Coyote,1
171330,Chipmunk,0
171330,European starling,0
171330,Deer,1
171330,Deer mouse,0
171330,Cow,0
171330,Elk,0
171330,Flying squirrel,0
171330,Ground squirrel,0
171330,Meadow vole,0
171330,Moose,0
171330,Muskrat,0
171330,Pig,0
171330,Rabbit,0
171330,Red squirrel,0
171330,Red-backed vole,0
171330,Ruffed grouse,0
171330,Snowshoe hare,0
171330,Spruce grouse,0
171330,Wild turkey,0
171330,Wolf or Coyote,1
171334,Chipmunk,0
171334,European starling,0
171334,Deer,0
171334,Deer mouse,0
171334,Cow,0
171334,Elk,0
171334,Flying squirrel,0
171334,Ground squirrel,0
171334,Meadow vole,0
171334,Moose,0
171334,Muskrat,0
171334,Pig,0
171334,Rabbit,0
171334,Red squirrel,0
171334,Red-backed vole,0
171334,Ruffed grouse,0
171334,Snowshoe hare,1
171334,Spruce grouse,0
171334,Wild turkey,0
171334,Wolf or Coyote,0
